Interval=	0,01 s
ExcelDateTime=	4,3899352873981479e+004	09-03-2020 8:28:08,312
TimeFormat=	StartOfBlock
ChannelTitle=	Canal 1	Canal 7
Range=	200,0 mV	200,0 mV
UnitName=	 L/s	 L/s
TopValue=	8,0	8,0
BottomValue=	-8,0	-8,0
0:06:15,61	0,2	-0,1	
0:06:15,62	0,2	-0,1	
0:06:15,63	0,2	-0,1	
0:06:15,64	0,2	-0,1	
0:06:15,65	0,2	-0,1	
0:06:15,66	0,2	-0,1	
0:06:15,67	0,2	-0,1	
0:06:15,68	0,2	-0,1	
0:06:15,69	0,2	-0,1	
0:06:15,7	0,2	-0,1	
0:06:15,71	0,2	-0,1	
0:06:15,72	0,2	-0,1	
0:06:15,73	0,2	-0,1	
0:06:15,74	0,2	-0,1	
0:06:15,75	0,2	-0,1	
0:06:15,76	0,2	-0,1	
0:06:15,77	0,2	-0,1	
0:06:15,78	0,2	-0,1	
0:06:15,79	0,2	-0,1	
0:06:15,8	0,2	-0,1	
0:06:15,81	0,2	-0,1	
0:06:15,82	0,2	-0,1	
0:06:15,83	0,2	-0,1	
0:06:15,84	0,2	-0,1	
0:06:15,85	0,2	-0,1	
0:06:15,86	0,2	-0,1	
0:06:15,87	0,2	-0,1	
0:06:15,88	0,2	-0,1	
0:06:15,89	0,2	-0,1	
0:06:15,9	0,2	-0,1	
0:06:15,91	0,2	-0,1	
0:06:15,92	0,2	-0,1	
0:06:15,93	0,2	-0,1	
0:06:15,94	0,2	-0,1	
0:06:15,95	0,2	-0,1	
0:06:15,96	0,2	-0,1	
0:06:15,97	0,2	-0,1	
0:06:15,98	0,2	-0,1	
0:06:15,99	0,2	-0,1	
0:06:16,0	0,2	-0,1	
0:06:16,01	0,2	-0,1	
0:06:16,02	0,2	-0,1	
0:06:16,03	0,2	-0,1	
0:06:16,04	0,2	-0,1	
0:06:16,05	0,2	-0,1	
0:06:16,06	0,2	-0,1	
0:06:16,07	0,2	-0,1	
0:06:16,08	0,2	-0,1	
0:06:16,09	0,2	-0,1	
0:06:16,1	0,2	-0,1	
0:06:16,11	0,2	-0,1	
0:06:16,12	0,2	-0,1	
0:06:16,13	0,2	-0,1	
0:06:16,14	0,2	-0,1	
0:06:16,15	0,2	-0,1	
0:06:16,16	0,2	-0,1	
0:06:16,17	0,2	-0,1	
0:06:16,18	0,2	-0,1	
0:06:16,19	0,2	-0,1	
0:06:16,2	0,2	-0,1	
0:06:16,21	0,2	-0,1	
0:06:16,22	0,2	-0,1	
0:06:16,23	0,2	-0,1	
0:06:16,24	0,2	-0,1	
0:06:16,25	0,2	-0,1	
0:06:16,26	0,2	-0,1	
0:06:16,27	0,2	-0,1	
0:06:16,28	0,2	-0,1	
0:06:16,29	0,2	-0,1	
0:06:16,3	0,2	-0,1	
0:06:16,31	0,2	-0,1	
0:06:16,32	0,2	-0,1	
0:06:16,33	0,2	-0,1	
0:06:16,34	0,2	-0,1	
0:06:16,35	0,2	-0,1	
0:06:16,36	0,2	-0,1	
0:06:16,37	0,2	-0,1	
0:06:16,38	0,2	-0,1	
0:06:16,39	0,2	-0,1	
0:06:16,4	0,2	-0,1	
0:06:16,41	0,2	-0,1	
0:06:16,42	0,2	-0,1	
0:06:16,43	0,2	-0,1	
0:06:16,44	0,2	-0,1	
0:06:16,45	0,2	-0,1	
0:06:16,46	0,2	-0,1	
0:06:16,47	0,2	-0,1	
0:06:16,48	0,2	-0,1	
0:06:16,49	0,2	-0,1	
0:06:16,5	0,2	-0,1	
0:06:16,51	0,2	-0,1	
0:06:16,52	0,2	-0,1	
0:06:16,53	0,2	-0,1	
0:06:16,54	0,2	-0,1	
0:06:16,55	0,2	-0,1	
0:06:16,56	0,2	-0,1	
0:06:16,57	0,2	-0,1	
0:06:16,58	0,2	-0,1	
0:06:16,59	0,2	-0,1	
0:06:16,6	0,2	-0,1	
0:06:16,61	0,2	-0,1	
0:06:16,62	0,2	-0,1	
0:06:16,63	0,2	-0,1	
0:06:16,64	0,2	-0,1	
0:06:16,65	0,2	-0,1	
0:06:16,66	0,2	-0,1	
0:06:16,67	0,2	-0,1	
0:06:16,68	0,2	-0,1	
0:06:16,69	0,4	-0,1	
0:06:16,7	-0,1	-0,1	
0:06:16,71	0,3	-0,2	
0:06:16,72	0,1	-0,1	
0:06:16,73	0,2	-0,1	
0:06:16,74	0,2	-0,1	
0:06:16,75	0,2	-0,1	
0:06:16,76	0,2	-0,1	
0:06:16,77	0,2	-0,1	
0:06:16,78	0,2	-0,1	
0:06:16,79	0,2	-0,1	
0:06:16,8	0,2	-0,1	
0:06:16,81	0,2	-0,1	
0:06:16,82	0,2	-0,1	
0:06:16,83	0,2	-0,1	
0:06:16,84	0,2	-0,1	
0:06:16,85	0,2	-0,1	
0:06:16,86	0,2	-0,1	
0:06:16,87	0,2	-0,1	
0:06:16,88	0,2	-0,1	
0:06:16,89	0,2	-0,1	
0:06:16,9	0,2	-0,1	
0:06:16,91	0,2	-0,1	
0:06:16,92	0,2	-0,1	
0:06:16,93	0,2	-0,1	
0:06:16,94	0,2	-0,1	
0:06:16,95	0,2	-0,1	
0:06:16,96	0,2	-0,1	
0:06:16,97	0,2	-0,1	
0:06:16,98	0,2	-0,1	
0:06:16,99	0,2	-0,1	
0:06:17,0	0,2	-0,1	
0:06:17,01	0,2	-0,1	
0:06:17,02	0,2	-0,1	
0:06:17,03	0,2	-0,1	
0:06:17,04	0,2	-0,1	
0:06:17,05	0,2	-0,1	
0:06:17,06	0,2	-0,1	
0:06:17,07	0,2	-0,1	
0:06:17,08	0,2	-0,1	
0:06:17,09	0,2	-0,1	
0:06:17,1	0,2	-0,1	
0:06:17,11	0,2	-0,1	
0:06:17,12	0,2	-0,1	
0:06:17,13	0,2	-0,1	
0:06:17,14	0,2	-0,1	
0:06:17,15	0,2	-0,1	
0:06:17,16	0,2	-0,1	
0:06:17,17	0,2	-0,1	
0:06:17,18	0,2	-0,1	
0:06:17,19	0,2	-0,1	
0:06:17,2	0,2	-0,1	
0:06:17,21	0,2	-0,1	
0:06:17,22	0,2	-0,1	
0:06:17,23	0,2	-0,1	
0:06:17,24	0,2	-0,1	
0:06:17,25	0,2	-0,1	
0:06:17,26	0,2	-0,1	
0:06:17,27	0,2	-0,1	
0:06:17,28	0,2	-0,1	
0:06:17,29	0,2	-0,1	
0:06:17,3	0,2	-0,1	
0:06:17,31	0,2	-0,1	
0:06:17,32	0,2	-0,1	
0:06:17,33	0,2	-0,1	
0:06:17,34	0,2	-0,1	
0:06:17,35	0,2	-0,1	
0:06:17,36	0,2	-0,1	
0:06:17,37	0,2	-0,1	
0:06:17,38	0,2	-0,1	
0:06:17,39	0,2	-0,1	
0:06:17,4	0,2	-0,1	
0:06:17,41	0,2	-0,1	
0:06:17,42	0,2	-0,1	
0:06:17,43	0,2	-0,1	
0:06:17,44	0,2	-0,1	
0:06:17,45	0,2	-0,1	
0:06:17,46	0,2	-0,1	
0:06:17,47	0,2	-0,1	
0:06:17,48	0,2	-0,1	
0:06:17,49	0,2	-0,1	
0:06:17,5	0,2	-0,1	
0:06:17,51	0,2	-0,1	
0:06:17,52	0,2	-0,1	
0:06:17,53	0,2	-0,1	
0:06:17,54	0,2	-0,1	
0:06:17,55	0,2	-0,1	
0:06:17,56	0,2	-0,1	
0:06:17,57	0,2	-0,1	
0:06:17,58	0,2	-0,1	
0:06:17,59	0,2	-0,1	
0:06:17,6	0,2	-0,1	
0:06:17,61	0,2	-0,1	
0:06:17,62	0,2	-0,1	
0:06:17,63	0,2	-0,1	
0:06:17,64	0,2	-0,1	
0:06:17,65	0,2	-0,1	
0:06:17,66	0,2	-0,1	
0:06:17,67	0,2	-0,1	
0:06:17,68	0,2	-0,1	
0:06:17,69	0,2	-0,1	
0:06:17,7	0,2	-0,1	
0:06:17,71	0,2	-0,1	
0:06:17,72	0,2	-0,1	
0:06:17,73	0,2	-0,1	
0:06:17,74	0,2	-0,1	
0:06:17,75	0,2	-0,1	
0:06:17,76	0,2	-0,1	
0:06:17,77	0,2	-0,1	
0:06:17,78	0,2	-0,1	
0:06:17,79	0,2	-0,1	
0:06:17,8	0,2	-0,1	
0:06:17,81	0,2	-0,1	
0:06:17,82	0,2	-0,1	
0:06:17,83	0,2	-0,1	
0:06:17,84	0,2	-0,1	
0:06:17,85	0,2	-0,1	
0:06:17,86	0,2	-0,1	
0:06:17,87	0,2	-0,1	
0:06:17,88	0,2	-0,1	
0:06:17,89	0,2	-0,1	
0:06:17,9	0,2	-0,1	
0:06:17,91	0,2	-0,1	
0:06:17,92	0,2	-0,1	
0:06:17,93	0,2	-0,1	
0:06:17,94	0,2	-0,1	
0:06:17,95	0,2	-0,1	
0:06:17,96	0,2	-0,1	
0:06:17,97	0,2	-0,1	
0:06:17,98	0,2	-0,1	
0:06:17,99	0,2	-0,1	
0:06:18,0	0,2	-0,1	
0:06:18,01	0,2	-0,1	
0:06:18,02	0,2	-0,1	
0:06:18,03	0,2	-0,1	
0:06:18,04	0,2	-0,1	
0:06:18,05	0,2	-0,1	
0:06:18,06	0,2	-0,1	
0:06:18,07	0,2	-0,1	
0:06:18,08	0,2	-0,1	
0:06:18,09	0,2	-0,1	
0:06:18,1	0,2	-0,1	
0:06:18,11	0,2	-0,1	
0:06:18,12	0,2	-0,1	
0:06:18,13	0,2	-0,1	
0:06:18,14	0,2	-0,1	
0:06:18,15	0,2	-0,1	
0:06:18,16	0,2	-0,1	
0:06:18,17	0,2	-0,1	
0:06:18,18	0,2	-0,1	
0:06:18,19	0,2	-0,1	
0:06:18,2	0,2	-0,1	
0:06:18,21	0,2	-0,1	
0:06:18,22	0,2	-0,1	
0:06:18,23	0,2	-0,1	
0:06:18,24	0,2	-0,1	
0:06:18,25	0,2	-0,1	
0:06:18,26	0,2	-0,1	
0:06:18,27	0,2	-0,1	
0:06:18,28	0,2	-0,1	
0:06:18,29	0,2	-0,1	
0:06:18,3	0,2	-0,1	
0:06:18,31	0,2	-0,1	
0:06:18,32	0,2	-0,1	
0:06:18,33	0,2	-0,1	
0:06:18,34	0,2	-0,1	
0:06:18,35	0,2	-0,1	
0:06:18,36	0,2	-0,1	
0:06:18,37	0,2	-0,1	
0:06:18,38	0,2	-0,1	
0:06:18,39	0,2	-0,1	
0:06:18,4	0,2	-0,1	
0:06:18,41	0,2	-0,1	
0:06:18,42	0,2	-0,1	
0:06:18,43	0,2	-0,1	
0:06:18,44	0,2	-0,1	
0:06:18,45	0,2	-0,1	
0:06:18,46	0,2	-0,1	
0:06:18,47	0,2	-0,1	
0:06:18,48	0,2	-0,1	
0:06:18,49	0,2	-0,1	
0:06:18,5	0,2	-0,1	
0:06:18,51	0,2	-0,1	
0:06:18,52	0,2	-0,1	
0:06:18,53	0,2	-0,1	
0:06:18,54	0,2	-0,1	
0:06:18,55	0,2	-0,1	
0:06:18,56	0,2	-0,1	
0:06:18,57	0,2	-0,1	
0:06:18,58	0,2	-0,1	
0:06:18,59	0,2	-0,1	
0:06:18,6	0,2	-0,1	
0:06:18,61	0,2	-0,1	
0:06:18,62	0,2	-0,1	
0:06:18,63	0,2	-0,1	
0:06:18,64	0,2	-0,1	
0:06:18,65	0,2	-0,1	
0:06:18,66	0,2	-0,1	
0:06:18,67	0,2	-0,1	
0:06:18,68	0,2	-0,0	
0:06:18,69	0,2	0,1	
0:06:18,7	0,2	0,1	
0:06:18,71	0,2	0,2	
0:06:18,72	0,2	0,2	
0:06:18,73	0,2	0,2	
0:06:18,74	0,2	0,2	
0:06:18,75	0,2	0,2	
0:06:18,76	0,2	0,2	
0:06:18,77	0,2	0,2	
0:06:18,78	0,2	0,3	
0:06:18,79	0,2	0,3	
0:06:18,8	0,2	0,3	
0:06:18,81	0,2	0,2	
0:06:18,82	0,2	0,5	
0:06:18,83	0,2	0,5	
0:06:18,84	0,2	0,4	
0:06:18,85	0,2	0,5	
0:06:18,86	0,2	0,5	
0:06:18,87	0,2	0,5	
0:06:18,88	0,2	0,5	
0:06:18,89	0,2	0,6	
0:06:18,9	0,2	0,6	
0:06:18,91	0,2	0,6	
0:06:18,92	0,2	0,6	
0:06:18,93	0,2	0,6	
0:06:18,94	0,2	0,6	
0:06:18,95	0,2	0,6	
0:06:18,96	0,2	0,6	
0:06:18,97	0,2	0,6	
0:06:18,98	0,2	0,6	
0:06:18,99	0,2	0,6	
0:06:19,0	0,2	0,5	
0:06:19,01	0,2	0,6	
0:06:19,02	0,2	0,5	
0:06:19,03	0,2	0,5	
0:06:19,04	0,2	0,5	
0:06:19,05	0,2	0,5	
0:06:19,06	0,2	0,5	
0:06:19,07	0,2	0,5	
0:06:19,08	0,2	0,5	
0:06:19,09	0,2	0,5	
0:06:19,1	0,2	0,5	
0:06:19,11	0,2	0,5	
0:06:19,12	0,2	0,5	
0:06:19,13	0,2	0,5	
0:06:19,14	0,2	0,5	
0:06:19,15	0,2	0,5	
0:06:19,16	0,2	0,5	
0:06:19,17	0,2	0,5	
0:06:19,18	0,2	0,4	
0:06:19,19	0,2	0,5	
0:06:19,2	0,2	0,4	
0:06:19,21	0,2	0,4	
0:06:19,22	0,2	0,4	
0:06:19,23	0,2	0,4	
0:06:19,24	0,2	0,4	
0:06:19,25	0,2	0,4	
0:06:19,26	0,2	0,4	
0:06:19,27	0,2	0,4	
0:06:19,28	0,2	0,4	
0:06:19,29	0,2	0,4	
0:06:19,3	0,2	0,4	
0:06:19,31	0,2	0,4	
0:06:19,32	0,2	0,4	
0:06:19,33	0,2	0,4	
0:06:19,34	0,2	0,4	
0:06:19,35	0,2	0,4	
0:06:19,36	0,2	0,4	
0:06:19,37	0,2	0,4	
0:06:19,38	0,2	0,4	
0:06:19,39	0,2	0,4	
0:06:19,4	0,2	0,4	
0:06:19,41	0,2	0,4	
0:06:19,42	0,2	0,4	
0:06:19,43	0,2	0,4	
0:06:19,44	0,2	0,4	
0:06:19,45	0,2	0,4	
0:06:19,46	0,2	0,4	
0:06:19,47	0,2	0,4	
0:06:19,48	0,2	0,4	
0:06:19,49	0,2	0,4	
0:06:19,5	0,2	0,4	
0:06:19,51	0,2	0,4	
0:06:19,52	0,2	0,4	
0:06:19,53	0,2	0,3	
0:06:19,54	0,2	0,3	
0:06:19,55	0,2	0,3	
0:06:19,56	0,2	0,3	
0:06:19,57	0,2	0,3	
0:06:19,58	0,2	0,3	
0:06:19,59	0,2	0,3	
0:06:19,6	0,2	0,3	
0:06:19,61	0,2	0,3	
0:06:19,62	0,2	0,3	
0:06:19,63	0,2	0,3	
0:06:19,64	0,2	0,3	
0:06:19,65	0,2	0,3	
0:06:19,66	0,2	0,2	
0:06:19,67	0,2	0,2	
0:06:19,68	0,3	0,1	
0:06:19,69	0,3	0,1	
0:06:19,7	0,3	0,1	
0:06:19,71	0,3	0,1	
0:06:19,72	0,3	0,1	
0:06:19,73	0,3	0,1	
0:06:19,74	0,3	0,1	
0:06:19,75	0,3	0,1	
0:06:19,76	0,3	0,1	
0:06:19,77	0,4	0,1	
0:06:19,78	0,4	0,1	
0:06:19,79	0,3	0,1	
0:06:19,8	0,3	0,1	
0:06:19,81	0,3	0,1	
0:06:19,82	0,4	0,1	
0:06:19,83	0,3	0,1	
0:06:19,84	0,4	0,1	
0:06:19,85	0,4	0,1	
0:06:19,86	0,3	0,0	
0:06:19,87	0,4	0,0	
0:06:19,88	0,4	0,0	
0:06:19,89	0,4	0,0	
0:06:19,9	0,4	0,0	
0:06:19,91	0,4	-0,0	
0:06:19,92	0,4	-0,0	
0:06:19,93	0,4	-0,0	
0:06:19,94	0,4	-0,0	
0:06:19,95	0,4	-0,0	
0:06:19,96	0,4	-0,1	
0:06:19,97	0,4	-0,0	
0:06:19,98	0,4	-0,1	
0:06:19,99	0,4	-0,1	
0:06:20,0	0,4	-0,1	
0:06:20,01	0,4	-0,1	
0:06:20,02	0,4	-0,1	
0:06:20,03	0,4	-0,1	
0:06:20,04	0,3	-0,1	
0:06:20,05	0,3	-0,1	
0:06:20,06	0,3	-0,1	
0:06:20,07	0,3	-0,1	
0:06:20,08	0,3	-0,1	
0:06:20,09	0,3	-0,1	
0:06:20,1	0,3	-0,1	
0:06:20,11	0,3	-0,1	
0:06:20,12	0,3	-0,1	
0:06:20,13	0,3	-0,1	
0:06:20,14	0,3	-0,1	
0:06:20,15	0,3	-0,1	
0:06:20,16	0,3	-0,1	
0:06:20,17	0,3	-0,1	
0:06:20,18	0,3	-0,1	
0:06:20,19	0,3	-0,1	
0:06:20,2	0,3	-0,1	
0:06:20,21	0,3	-0,1	
0:06:20,22	0,3	-0,1	
0:06:20,23	0,3	-0,1	
0:06:20,24	0,3	-0,1	
0:06:20,25	0,3	-0,1	
0:06:20,26	0,3	-0,1	
0:06:20,27	0,3	-0,1	
0:06:20,28	0,3	-0,1	
0:06:20,29	0,3	-0,1	
0:06:20,3	0,3	-0,1	
0:06:20,31	0,3	-0,1	
0:06:20,32	0,3	-0,1	
0:06:20,33	0,3	-0,1	
0:06:20,34	0,3	-0,1	
0:06:20,35	0,3	-0,1	
0:06:20,36	0,3	-0,1	
0:06:20,37	0,3	-0,1	
0:06:20,38	0,3	-0,1	
0:06:20,39	0,3	-0,1	
0:06:20,4	0,3	-0,1	
0:06:20,41	0,2	-0,1	
0:06:20,42	0,3	-0,1	
0:06:20,43	0,2	-0,1	
0:06:20,44	0,2	-0,1	
0:06:20,45	0,2	-0,1	
0:06:20,46	0,2	-0,1	
0:06:20,47	0,2	-0,1	
0:06:20,48	0,2	-0,1	
0:06:20,49	0,2	-0,1	
0:06:20,5	0,2	-0,1	
0:06:20,51	0,2	-0,1	
0:06:20,52	0,2	-0,1	
0:06:20,53	0,2	-0,1	
0:06:20,54	0,2	-0,1	
0:06:20,55	0,2	-0,1	
0:06:20,56	0,2	-0,1	
0:06:20,57	0,2	-0,1	
0:06:20,58	0,2	-0,1	
0:06:20,59	0,2	-0,1	
0:06:20,6	0,2	-0,1	
0:06:20,61	0,2	-0,1	
0:06:20,62	0,2	-0,1	
0:06:20,63	0,2	-0,1	
0:06:20,64	0,2	-0,1	
0:06:20,65	0,2	-0,1	
0:06:20,66	0,2	-0,1	
0:06:20,67	0,2	-0,1	
0:06:20,68	0,2	-0,1	
0:06:20,69	0,2	-0,1	
0:06:20,7	0,2	-0,1	
0:06:20,71	0,2	-0,1	
0:06:20,72	0,2	-0,1	
0:06:20,73	0,2	-0,1	
0:06:20,74	0,2	-0,1	
0:06:20,75	0,2	-0,1	
0:06:20,76	0,2	-0,1	
0:06:20,77	0,2	-0,1	
0:06:20,78	0,2	-0,1	
0:06:20,79	0,2	-0,1	
0:06:20,8	0,2	-0,1	
0:06:20,81	0,2	-0,1	
0:06:20,82	0,2	-0,1	
0:06:20,83	0,2	-0,1	
0:06:20,84	0,2	-0,1	
0:06:20,85	0,2	-0,1	
0:06:20,86	0,2	-0,1	
0:06:20,87	0,2	-0,1	
0:06:20,88	0,2	-0,1	
0:06:20,89	0,2	-0,1	
0:06:20,9	0,2	-0,1	
0:06:20,91	0,2	-0,1	
0:06:20,92	0,2	-0,1	
0:06:20,93	0,2	-0,1	
0:06:20,94	0,2	-0,1	
0:06:20,95	0,2	-0,1	
0:06:20,96	0,2	-0,1	
0:06:20,97	0,2	-0,1	
0:06:20,98	0,2	-0,1	
0:06:20,99	0,2	-0,1	
0:06:21,0	0,2	-0,1	
0:06:21,01	0,2	-0,1	
0:06:21,02	0,2	-0,1	
0:06:21,03	0,2	-0,1	
0:06:21,04	0,2	-0,1	
0:06:21,05	0,2	-0,1	
0:06:21,06	0,2	-0,1	
0:06:21,07	0,2	-0,1	
0:06:21,08	0,2	-0,1	
0:06:21,09	0,2	-0,1	
0:06:21,1	0,2	-0,1	
0:06:21,11	0,2	-0,1	
0:06:21,12	0,2	-0,1	
0:06:21,13	0,2	-0,1	
0:06:21,14	0,2	-0,1	
0:06:21,15	0,2	-0,1	
0:06:21,16	0,2	-0,1	
0:06:21,17	0,2	-0,1	
0:06:21,18	0,2	-0,1	
0:06:21,19	0,2	-0,1	
0:06:21,2	0,2	-0,1	
0:06:21,21	0,2	-0,1	
0:06:21,22	0,2	-0,1	
0:06:21,23	0,2	-0,1	
0:06:21,24	0,2	-0,1	
0:06:21,25	0,2	-0,1	
0:06:21,26	0,2	-0,1	
0:06:21,27	0,2	-0,1	
0:06:21,28	0,2	-0,1	
0:06:21,29	0,2	-0,1	
0:06:21,3	0,2	-0,1	
0:06:21,31	0,2	-0,1	
0:06:21,32	0,2	-0,1	
0:06:21,33	0,2	-0,1	
0:06:21,34	0,2	-0,1	
0:06:21,35	0,2	-0,1	
0:06:21,36	0,2	-0,1	
0:06:21,37	0,2	-0,1	
0:06:21,38	0,2	-0,1	
0:06:21,39	0,2	-0,1	
0:06:21,4	0,2	-0,1	
0:06:21,41	0,2	-0,1	
0:06:21,42	0,2	-0,1	
0:06:21,43	0,2	-0,1	
0:06:21,44	0,2	-0,1	
0:06:21,45	0,2	-0,1	
0:06:21,46	0,2	-0,1	
0:06:21,47	0,2	-0,1	
0:06:21,48	0,2	-0,1	
0:06:21,49	0,2	-0,1	
0:06:21,5	0,2	-0,1	
0:06:21,51	0,2	-0,1	
0:06:21,52	0,2	-0,1	
0:06:21,53	0,2	-0,1	
0:06:21,54	0,2	-0,1	
0:06:21,55	0,2	-0,1	
0:06:21,56	0,2	-0,1	
0:06:21,57	0,2	-0,1	
0:06:21,58	0,2	-0,1	
0:06:21,59	0,2	-0,1	
0:06:21,6	0,2	-0,1	
0:06:21,61	0,2	-0,1	
0:06:21,62	0,2	-0,1	
0:06:21,63	0,2	-0,1	
0:06:21,64	0,2	-0,1	
0:06:21,65	0,2	-0,1	
0:06:21,66	0,2	-0,1	
0:06:21,67	0,2	-0,1	
0:06:21,68	0,2	-0,1	
0:06:21,69	0,2	-0,1	
0:06:21,7	0,2	-0,1	
0:06:21,71	0,2	-0,1	
0:06:21,72	0,2	-0,1	
0:06:21,73	0,2	-0,1	
0:06:21,74	0,2	-0,1	
0:06:21,75	0,2	-0,1	
0:06:21,76	0,2	-0,1	
0:06:21,77	0,2	-0,1	
0:06:21,78	0,2	-0,1	
0:06:21,79	0,2	-0,1	
0:06:21,8	0,2	-0,1	
0:06:21,81	0,2	-0,1	
0:06:21,82	0,2	-0,1	
0:06:21,83	0,2	-0,1	
0:06:21,84	0,2	-0,1	
0:06:21,85	0,2	-0,1	
0:06:21,86	0,2	-0,1	
0:06:21,87	0,2	-0,1	
0:06:21,88	0,2	-0,1	
0:06:21,89	0,2	-0,1	
0:06:21,9	0,2	-0,1	
0:06:21,91	0,2	-0,1	
0:06:21,92	0,2	-0,1	
0:06:21,93	0,2	-0,1	
0:06:21,94	0,2	-0,1	
0:06:21,95	0,2	-0,1	
0:06:21,96	0,2	-0,1	
0:06:21,97	0,2	-0,1	
0:06:21,98	0,2	-0,1	
0:06:21,99	0,2	-0,1	
0:06:22,0	0,2	-0,1	
0:06:22,01	0,2	-0,1	
0:06:22,02	0,2	-0,1	
0:06:22,03	0,2	-0,1	
0:06:22,04	0,2	-0,1	
0:06:22,05	0,2	-0,1	
0:06:22,06	0,2	-0,1	
0:06:22,07	0,2	-0,1	
0:06:22,08	0,2	-0,1	
0:06:22,09	0,2	-0,1	
0:06:22,1	0,2	-0,1	
0:06:22,11	0,2	-0,1	
0:06:22,12	0,2	-0,1	
0:06:22,13	0,2	-0,1	
0:06:22,14	0,2	-0,1	
0:06:22,15	0,2	-0,1	
0:06:22,16	0,2	-0,1	
0:06:22,17	0,2	-0,1	
0:06:22,18	0,2	-0,1	
0:06:22,19	0,2	-0,1	
0:06:22,2	0,2	-0,1	
0:06:22,21	0,2	-0,1	
0:06:22,22	0,2	-0,1	
0:06:22,23	0,2	-0,1	
0:06:22,24	0,2	-0,1	
0:06:22,25	0,2	-0,1	
0:06:22,26	0,2	-0,1	
0:06:22,27	0,2	-0,1	
0:06:22,28	0,2	-0,1	
0:06:22,29	0,2	-0,1	
0:06:22,3	0,2	-0,1	
0:06:22,31	0,2	-0,1	
0:06:22,32	0,2	-0,1	
0:06:22,33	0,2	-0,1	
0:06:22,34	0,2	-0,1	
0:06:22,35	0,2	-0,1	
0:06:22,36	0,2	-0,1	
0:06:22,37	0,2	-0,1	
0:06:22,38	0,2	-0,1	
0:06:22,39	0,2	-0,1	
0:06:22,4	0,2	-0,1	
0:06:22,41	0,2	-0,1	
0:06:22,42	0,2	-0,1	
0:06:22,43	0,2	-0,1	
0:06:22,44	0,2	-0,1	
0:06:22,45	0,2	-0,1	
0:06:22,46	0,2	-0,1	
0:06:22,47	0,2	-0,1	
0:06:22,48	0,2	-0,1	
0:06:22,49	0,2	-0,1	
0:06:22,5	0,2	-0,1	
0:06:22,51	0,2	-0,1	
0:06:22,52	0,2	-0,1	
0:06:22,53	0,2	-0,1	
0:06:22,54	0,2	-0,1	
0:06:22,55	0,2	-0,1	
0:06:22,56	0,2	-0,1	
0:06:22,57	0,2	-0,1	
0:06:22,58	0,2	-0,1	
0:06:22,59	0,2	-0,1	
0:06:22,6	0,2	-0,1	
0:06:22,61	0,2	-0,1	
0:06:22,62	0,2	-0,1	
0:06:22,63	0,2	-0,1	
0:06:22,64	0,2	-0,1	
0:06:22,65	0,2	-0,1	
0:06:22,66	0,2	-0,1	
0:06:22,67	0,2	-0,1	
0:06:22,68	0,2	-0,1	
0:06:22,69	0,2	-0,1	
0:06:22,7	0,2	-0,1	
0:06:22,71	0,2	-0,1	
0:06:22,72	0,2	-0,1	
0:06:22,73	0,2	-0,1	
0:06:22,74	0,2	-0,1	
0:06:22,75	0,2	-0,1	
0:06:22,76	0,2	-0,1	
0:06:22,77	0,2	-0,1	
0:06:22,78	0,2	-0,1	
0:06:22,79	0,2	-0,1	
0:06:22,8	0,2	-0,1	
0:06:22,81	0,2	-0,1	
0:06:22,82	0,2	-0,1	
0:06:22,83	0,2	-0,1	
0:06:22,84	0,2	-0,1	
0:06:22,85	0,2	-0,1	
0:06:22,86	0,2	-0,1	
0:06:22,87	0,2	-0,1	
0:06:22,88	0,2	-0,1	
0:06:22,89	0,2	-0,1	
0:06:22,9	0,2	-0,1	
0:06:22,91	0,2	-0,1	
0:06:22,92	0,2	-0,1	
0:06:22,93	0,2	-0,1	
0:06:22,94	0,2	-0,1	
0:06:22,95	0,2	-0,1	
0:06:22,96	0,2	-0,1	
0:06:22,97	0,2	-0,1	
0:06:22,98	0,2	-0,1	
0:06:22,99	0,2	-0,1	
0:06:23,0	0,2	-0,1	
0:06:23,01	0,2	-0,1	
0:06:23,02	0,2	-0,1	
0:06:23,03	0,2	-0,1	
0:06:23,04	0,2	-0,1	
0:06:23,05	0,2	-0,1	
0:06:23,06	0,2	-0,1	
0:06:23,07	0,2	-0,1	
0:06:23,08	0,2	-0,1	
0:06:23,09	0,2	-0,1	
0:06:23,1	0,2	-0,1	
0:06:23,11	0,2	-0,1	
0:06:23,12	0,2	-0,1	
0:06:23,13	0,2	-0,1	
0:06:23,14	0,2	-0,1	
0:06:23,15	0,2	-0,1	
0:06:23,16	0,2	-0,1	
0:06:23,17	0,2	-0,1	
0:06:23,18	0,2	-0,1	
0:06:23,19	0,2	-0,1	
0:06:23,2	0,2	-0,1	
0:06:23,21	0,2	-0,1	
0:06:23,22	0,2	-0,1	
0:06:23,23	0,2	-0,1	
0:06:23,24	0,2	-0,1	
0:06:23,25	0,2	-0,1	
0:06:23,26	0,2	-0,1	
0:06:23,27	0,2	-0,1	
0:06:23,28	0,2	-0,1	
0:06:23,29	0,2	-0,1	
0:06:23,3	0,2	-0,1	
0:06:23,31	0,2	-0,1	
0:06:23,32	0,2	-0,1	
0:06:23,33	0,2	-0,1	
0:06:23,34	0,2	-0,1	
0:06:23,35	0,2	-0,1	
0:06:23,36	0,2	-0,1	
